Artikelnummer|Hersteller-Artikelnummer|EAN|Hersteller|Bezeichnung|Kategorie 1|HEK|Lagerbestand|Image|Deep-Link
100000024|90-MXGSZ0-A0UAYZ|4717677322620|ASRock|"ASRock Fatal1ty B85 Killer B85 Sockel 1150 ATX DDR3"|hoh|73,92|1|http://admin.next.hoh.de/media/image/thumbnail//87c2bd94df8ae9a0b7a5121b13e7fcab_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994624
100000099|902834|4250711902834|Audioline|"Audioline M4600 Mobiltelefon Schwarz GroÃtasten-/Seniorenhandy Schwarz"|hoh|20,08|8|http://admin.next.hoh.de/media/image/thumbnail//994827_cd24de55453387e39d38ddf32e5a648c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994827
100000411|90LJ0060-B00120|4716659633693|Asus IT|"ASUS Projector S1 WXGA 200 lumens HDMI 1000 1 - Digital-Projektor "|hoh|234,45|1|http://admin.next.hoh.de/media/image/thumbnail//c0a5678f9e242053fda1f730773bdc18_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995046
100000690|10525|5702015125109|Lego|"LEGO DUPLOÂ® 10525 - GroÃer Bauernhof"|hoh|40,25|2|http://admin.next.hoh.de/media/image/thumbnail//faf30c6558c204b573f641efda6c171c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995261
100000804|BN227|4260052183724|Be-Quiet|"Be Quiet SFX Power 2 400 Watt PC-Netzteil 400 W SFX"|hoh|50,11|1|http://admin.next.hoh.de/media/image/thumbnail//1008729_8150e99a2d9486601d3ce602b55b447b_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008729
100001506|9H.L9SLB.RBE|4718755051579|BENQ|"LED-Monitor 61 cm (24 Zoll) BenQ XL2411Z 1920 x 1080 Pixel 16:9 (1080p) 1 ms DVI, HDMI&trade;, V"|hoh|234,45|1|http://admin.next.hoh.de/media/image/thumbnail//995476_3e81a8f5062c71c0faad0f487c2f6838_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995476
10000265|FPMA-D600BLACK|8717371440015|NewStar|"NewStar Products FPMA-D600BLACK Monitorhalter 25,4 - 61 cm (10"" - 24"") Schwarz"|hoh|57,97|5|http://admin.next.hoh.de/media/image/thumbnail//445991_916d35ee0526f0a33da399f6ce0949a5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/445991
10000435|5101173|4013674005505|Ansmann|"Ansmann RC 2 Akku-Taschenlampe mit 3 LEDs"|hoh|8,30|45|http://admin.next.hoh.de/media/image/thumbnail//449441_2885bd6c89d624b7bd27a60ccbe8c90d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/449441
100006736|0S03661 / H3IKNAS30003272SE|0705487193794|HGST|"HGST Deskstar NAS 3000GB SATA 6Gb/s 7200rpm 64MB 3,5''"|hoh|116,23|6|http://admin.next.hoh.de/media/image/thumbnail//479ee9c9a91980233ecbda0163905dce_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995688
100000371|EE-V200SABEGWW|8806085880511|Samsung Electronics GmbH|"Samsung KFZ-Halterungssatz EE-V200"|hoh|13,86|85|http://admin.next.hoh.de/media/image/thumbnail//994783_9533a33c23b30582a7457f8c17b14968_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994783
100000423|NSA325V2-EU0101F|4718937575527|ZyXEL|"ZyXEL NSA325 v2 NAS 2-bay LeergehÃ¤use schwarz"|hoh|71,34|2|http://admin.next.hoh.de/media/image/thumbnail//994982_d33d479aff680faada9b84d6f4c23ffa_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994982
100000471|ET675FN17E|4242003612811|Siemens|"Siemens Glaskeramik Kochfeld ET675FN17E Edelstahl"|hoh|223,49|82||http://www.hoh.de/detail/index/sArticle/994971
100000626|91135|3700738100665|Wiko|"Wiko Cink Peax 2 Displayschutzfolie "|hoh|5,87|15|http://admin.next.hoh.de/media/image/thumbnail//e4367bf6c789d56db089e1414201aa1c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996049
100000637|91731|3700738100856|Wiko|"Wiko Stairway Flip Cover WeiÃ"|hoh|13,91|17|http://admin.next.hoh.de/media/image/thumbnail//996015_87a2a4bd14f05619d1179ca16f4ddcf8_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996015
100000697|91410|3700738101136|Wiko|"Wiko Darknight Flip Cover Dunkelblau"|hoh|12,69|43|http://admin.next.hoh.de/media/image/thumbnail//996034_09ac66f1933bb946f572ad8c4146d5ae_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996034
100000754|60042|5702015115452|Lego|"LEGOÂ® City 60042 - Polizei-Verfolgung"|hoh|9,65|3|http://admin.next.hoh.de/media/image/thumbnail//8409f1a9e32cd193ab9ccde5d0d9ebcd_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995468
100000810|C13T70214010|8715946499468|Epson Deutschland GmbH|"Epson Druckerpatrone GrÃ¶Ãe XL Schwarz  C13T70214010"|hoh|27,65|4|http://admin.next.hoh.de/media/image/thumbnail//fb134989ff2030b6f65df47496a8e252_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1035851
100001408|89943|7394090899433|Krusell|"Krusell FrostCover fÃ¼r Sony Xperia Z1 Compact Pink Clear"|hoh|7,84|1|http://admin.next.hoh.de/media/image/thumbnail//996825_7aec5204321dca6b3136c69bef9124ec_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996825
100001479|8747B006|4960999991214|Canon|"Canon PIXMA iX6850 Tinte A3+ Farbe (14.5 Min./Seite, 150 BlÃ¤tter, USB, LAN, WLAN)"|hoh|153,68|14|http://admin.next.hoh.de/media/image/thumbnail//995391_443b5ad95dbc9b625e8c07b9c3464078_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995391
10000552|208067|4260117671227|DeTeWe|"DeTeWe BeeTel 860 Combo DECT-Telefon mit digitalem AB"|hoh|50,38|1|http://admin.next.hoh.de/media/image/thumbnail//451911_629ff3da4ce987d35f87679004b3048a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/451911
100006538|ME711ZM/A|0885909737031|Apple|"Apple iPad Mini mit Retina Display Smart Case red"|hoh|46,13|1|http://admin.next.hoh.de/media/image/thumbnail//1031269_61e4db7b1331ee78657ae0f177818276_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1031269
100000067|A00015632|6438158627567|Nokia|"Nokia Asha 503 Black EU"|hoh|45,37|4|http://admin.next.hoh.de/media/image/thumbnail//125a23c7d7f16a1f198b56b83f4dca39_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994693
100000114|A00016696|6438158640030|Nokia|"Nokia Lumia 1320 White EU"|hoh|140,25|13|http://admin.next.hoh.de/media/image/thumbnail//a7b4247d83fdfd4e02d891ce0b825f68_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994773
100000570|MINI 180D/B|4717677321586|ASRock|"Mini-PC (HTPC) ASRock 90BXG27D0-A10GA0F AMD (E2-1800) 2 x 1.7 GHz 4 GB"|hoh|290,22|4|http://admin.next.hoh.de/media/image/thumbnail//1008725_1e6c631bca54a09529f0ee33366379b5_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008725
100000654|10532|5702015125147|Lego|"LEGO DUPLOÂ® 10532 - Polizeiverfolgung "|hoh|17,61|5|http://admin.next.hoh.de/media/image/thumbnail//ba06d021b16b9546e5ed57144afb7e4c_720x600.png|http://www.hoh.de/detail/index/sArticle/995230
10000067|VN700M1W2N|4716872053216|Thermaltake|"Thermaltake Overseer RX-I - Big Tower"|hoh|95,50|2|http://admin.next.hoh.de/media/image/thumbnail//441381_6c3207c877ccea3afcc668afcebacbc3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/441381
100000725|90MS0061-M00360|4716659690368|Asus IT|"ASUS VIVOPC VM60-G008M (Ci5-3337U, 4GB, 1TB, ohne Betriebssystem)"|hoh|352,10|1|http://admin.next.hoh.de/media/image/thumbnail//1b91e4ceb2d0d24df02bdee2f1eabc41_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995174
100000756|60044|5702015115575|Lego|"LEGOÂ® City 60044 - Polizei-Ãberwachungs-Truck"|hoh|19,96|9|http://admin.next.hoh.de/media/image/thumbnail//56724366aedf562c7b2accd9e1c2ce91_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995478
100000806|BN229|4260052183748|Be-Quiet|"Be Quiet TFX Power 2 300 Watt 80PlusÂ® Gold PC-Netzteil 300 W TFX"|hoh|49,32|1|http://admin.next.hoh.de/media/image/thumbnail//1008731_c2458bcf410c288d6d6dc2a82cd9dab7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008731
100001508|9H.LA4LB.RBE|4718755052767|BENQ|"LED-Monitor 68.6 cm (27 Zoll) BenQ XL2720Z 1920 x 1080 Pixel 16:9 (1080p) 1 ms DisplayPort, DVI, HDM"|hoh|377,31|1|http://admin.next.hoh.de/media/image/thumbnail//995462_c6392644a9e8737f4add258638228c16_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995462
100001621|1102PL3NL0|0632983032312|Kyocera|"Kyocera ECOSYS M2530dn Multifunktionsdrucker A4 s/w (Drucker/Kopierer/Scanner/Fax, 30 Seiten/Min, US"|hoh|425,97|3|http://admin.next.hoh.de/media/image/thumbnail//29ac8847d6240d7b897bd3956ee62e88_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995732
100006502|V310-003R|4719072328184|MSI|"MSI GeForcr GTX750Ti TwinFrozr OC 2GB GDDR5"|hoh|129,01|1|http://admin.next.hoh.de/media/image/thumbnail//c978135efc5492852c6404ef8eb2915c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995517
100006609|BLS2C4G3N169ES4CEU|0649528765611|Crucial|"Crucial SO-DIMM 8GB KIT PC3-12800 DDR3L-1600 CL9 Ballistix Sport XMP 1.35V-1.50V 2x4GB"|hoh|55,88|1|http://admin.next.hoh.de/media/image/thumbnail//2db6fcdcaa4cf74b74498d5449007d02_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1004231
100006981|ORACO-OR00501-CSA01|0872767004818|Arctic Cooling|"Arctic Cooling PST LÃ¼fter Steuerungskabel fÃ¼r max. 4 weitere LÃ¼fter"|hoh|4,12|1|http://admin.next.hoh.de/media/image/thumbnail//722e4ae26976be20c300d5f19f99327f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995761
100000425|V308-002R|4719072323578|MSI|"Grafikkarte MSI AMD Radeon&trade; R9 290 Twin Frozr Overclocked 4 GB GDDR5-RAM PCIe x16 DVI, HDM"|hoh|262,08|1|http://admin.next.hoh.de/media/image/thumbnail//994903_e05a341469fea6be0080bb4b9c5fd78d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994903
100000444|PKE645B17E|4242002724362|Bosch|"Bosch Kochfeld PKE645B17E Edelstahl Glaskeramik"|hoh|145,21|62||http://www.hoh.de/detail/index/sArticle/994951
100000660|6136|5702014794412|Lego|"LEGO DUPLOÂ® 6136 - Mein erster Zoo"|hoh|15,84|15|http://admin.next.hoh.de/media/image/thumbnail//c314f4ac37780da502cbbaf1cadd1b80_720x600.png|http://www.hoh.de/detail/index/sArticle/995256
100000749|BOXDN2820FYKH0|5032037060219|Intel|"Intel NUC Kit 51mm DN2820FYKH (Celeron N2820 1xSO-DIMM 1x2,5'' IntelHD) schwarz silber"|hoh|111,42|24|http://admin.next.hoh.de/media/image/thumbnail//c1a9e3b4e813c7808f4db628583f8a0f555f1feadff64_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1033851
100000752|10571|5702015115544|Lego|"LEGO DUPLOÂ® 10571 - GroÃe Steinebox MÃ¤dchen"|hoh|20,13|34|http://admin.next.hoh.de/media/image/thumbnail//849afb62f36ae371053d2d296490595f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995452
100000755|60043|5702015115469|Lego|"LEGOÂ® City 60043 - Flucht aus dem Gefangenen-Transporter"|hoh|12,98|4|http://admin.next.hoh.de/media/image/thumbnail//28b01a31b50f2b0c408ee7cc5782a729_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995473
100000802|BN226|4260052183717|Be-Quiet|"Be Quiet SFX Power 2 300 Watt PC-Netzteil 300 W SFX"|hoh|43,14|10|http://admin.next.hoh.de/media/image/thumbnail//1008728_d24c7f66442cdbc020ea36693c5be027_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008728
100000805|BN228|4260052183731|Be-Quiet|"Be Quiet TFX Power 2 300 Watt 80PlusÂ® Bronze PC-Netzteil 300 W TFX"|hoh|37,23|6|http://admin.next.hoh.de/media/image/thumbnail//1008730_956f5b18e5529105fae9ac551fe4face_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008730
10000641|deko-weiß-i9100|5900217050605|Toptel|"Handytasche DEKO weiÃ Samsung Galaxy S2 I9100"|hoh|4,19|1|http://admin.next.hoh.de/media/image/thumbnail//453311_4e03e83935d75398eb07ddde73ab8457_720x600.jpg|http://www.hoh.de/detail/index/sArticle/453311
100006530|1274-9513|7311271429746|SONY|"Sony Xperia SmartTags NT3"|hoh|10,92|6|http://admin.next.hoh.de/media/image/thumbnail//995523_b6c039ef42e28b2adfc1dff4088064dc_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995523
100006684|1102PJ3NL0|0632983032282|Kyocera|"Kyocera ECOSYS P2135dn Laser s/w (35 Seiten/Min, 300 BlÃ¤tter, Duplex, LAN, USB)"|hoh|166,59|16|http://admin.next.hoh.de/media/image/thumbnail//d3bca1e671f01a5b317de136401b499c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995730
100006984|LS24D391HL/EN|8806086098243|Samsung TFT|"Samsung Monitor S24D391HL 59,9 cm (23,6"") Full HD"|hoh|135,29|18|http://admin.next.hoh.de/media/image/thumbnail//996438_40fdd8681ee1189be1d7c82257132ce7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996438
100000092|AXR9280X 3GBD5-T2DHE/OC|4715409183761|Powercolor|"Powercolor Radeon R9 280X TurboDuo 3GB GDDR5"|hoh|197,50|1|http://admin.next.hoh.de/media/image/thumbnail//e3504d78080a38c62ab099101ea2575f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994716
100000401|1280-0649|7311271450887|SONY|"Sony Mobile Xperia E1 Smartphone 10.2 cm (4 Zoll) 1.2 GHz Dual Core 4 GB 3 Mio. Pixel Android&tr"|hoh|55,46|4|http://admin.next.hoh.de/media/image/thumbnail//994851_52f2326e5940a5c212042a90c7db952a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/994851
100000473|MQ 525|4210201044925|Braun|"Braun Stabmixer MQ 525 Omelette Multiquick 5 "|hoh|51,82|1||http://www.hoh.de/detail/index/sArticle/994975
100000512|V303-002R|4719072313852|MSI|"MSI Radeon R9 270X GAMING 2GB GDDR5"|hoh|155,08|1|http://admin.next.hoh.de/media/image/thumbnail//995083_e7f64e38d200431504006588e40e7427_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995083
100000560|D5T94EA#ABD|0888182256954|HP IT|"HP ProDesk 400 G1 MT (Ci3-4130, 4GB, 500GB, DVD SuperMulti, Win 7 Pro)"|hoh|335,29|23|http://admin.next.hoh.de/media/image/thumbnail//b6e0637f40ffd181b71687450d63bca1_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997070
100000595|ER-1421|5025232502370|Panasonic|"Panasonic Haarschneidemaschine ER-1421 "|hoh|55,46|50||http://www.hoh.de/detail/index/sArticle/995141
100000689|10524|5702015125093|Lego|"LEGO DUPLOÂ® 10524 - Traktor"|hoh|14,08|6|http://admin.next.hoh.de/media/image/thumbnail//eda7c669ad392fd7e9facd7d682735ea_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995259
100000753|10531|5702014977273|Lego|"LEGO DUPLOÂ® 10531 - Micky und seine Freunde"|hoh|23,61|25|http://admin.next.hoh.de/media/image/thumbnail//3b9ff32f0ec4c0b9c4928282bc784b23_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995453
100000789|1280-36590|7311271453444|SONY|"Sony Xperia Z1 Compact Black EU"|hoh|234,45|4|http://admin.next.hoh.de/media/image/thumbnail//9158c0165f5ea30acdff629859bec99e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995355
100000839|GA-970A-UD3P|4719331833176|Gigabyte|"Gigabyte GA-970A-UD3P 970 Sockel AM3+ ATX DDR3"|hoh|66,88|2|http://admin.next.hoh.de/media/image/thumbnail//35a41302b03d0ec7b1ead8815babe774_720x600.png|http://www.hoh.de/detail/index/sArticle/995281
100001393|pl3747|4250202237476|Crocfol|"Crocfol Plus Displayschutz fÃ¼r Sony Xperia Z1 Compact"|hoh|9,16|1|http://admin.next.hoh.de/media/image/thumbnail//a3bb33d3c1385760a08b55badcfccf72_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995386
100001677|910-003725|5099206048317|Logitech|"USB-Maus Laser Logitech M500 Refresh Schwarz"|hoh|21,76|292|http://admin.next.hoh.de/media/image/thumbnail//995805_ee459a017e9b4870ed0f8efd2df269b7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995805
100006716|BLS2C8G3N18AES4CEU|0649528765673|Crucial|"Crucial SO-DIMM 16GB KIT PC3-14900 DDR3-L1866 CL10 Ballistix Sport 2X8GB 1.35V-1.50V"|hoh|102,88|1|http://admin.next.hoh.de/media/image/thumbnail//b8f09d5e22acae971068e4b396a89b07_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1004233
100000395|949595001|7332543108626|AEG|"AEG Indukstions-Kochfeld HK654250XB"|hoh|280,63|1||http://www.hoh.de/detail/index/sArticle/994868
100000504|BC020|4260052183397|Be-Quiet|"Strom Anschlusskabel [1x SATA-Strom-Stecker 15pol. - 1x IDE-Strom-Buchse 4pol.] 0.30 m Schwarz BeQui"|hoh|3,57|4|http://admin.next.hoh.de/media/image/thumbnail//995023_f8b27fc3d522cc61951a4eea27c1c00f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995023
100000651|10529|5702015125130|Lego|"LEGO DUPLOÂ® 10529 - Lastwagen "|hoh|10,91|7|http://admin.next.hoh.de/media/image/thumbnail//ac7453b4f485dfede165e56c455abb27_720x600.png|http://www.hoh.de/detail/index/sArticle/995217
100000666|7721-002R|4719072319427|MSI|"MSI A78M-E35 A78 Sockel FM2+ mATX DDR3"|hoh|42,00|1|http://admin.next.hoh.de/media/image/thumbnail//e72a43a29e6fd5537e0c523ad2210855_720x600.png|http://www.hoh.de/detail/index/sArticle/995387
100000811|C13T70224010|8715946499468|Epson Deutschland GmbH|"Epson Druckerpatrone GrÃ¶Ãe XL Cyan C13T70224010"|hoh|24,81|1|http://admin.next.hoh.de/media/image/thumbnail//9eca28d6503038cc4a5d47545ee5962c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1035850
100001626|1102PP3NL0|0632983032343|Kyocera|"Kyocera Drucker ECOSYS P6030cdn Farblaser"|hoh|502,50|1|http://admin.next.hoh.de/media/image/thumbnail//2acedb3cd903c8ce5401978e221144f2_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995678
10000171|EB-F1A2GBUCSTD|8806071517919|Samsung Electronics GmbH|"Original Akku EB-F1A2GBU fÃ¼r Samsung Galaxy S2 I9100"|hoh|12,60|276|http://admin.next.hoh.de/media/image/thumbnail//443061_0239f4ddc799b581b660cac9642614fe_720x600.jpg|http://www.hoh.de/detail/index/sArticle/443061
100007309|ET-FG900CTEGWW|8806086103251|Samsung|"Samsung 2 Schutzfolien, Reinigungstuch+ Spachtel, ET-FG900, Galaxy S5"|hoh|12,60|2|http://admin.next.hoh.de/media/image/thumbnail//9b070b31f108052c45b08afdc9c05da7_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995815
10000036|SP-550MPCBEU|4716872053483|Thermaltake|"Thermaltake Smart M550W Bronze Netzteil mit 36 Monaten Herstellergarantie 550 W ATX"|hoh|56,61|3|http://admin.next.hoh.de/media/image/thumbnail//388851_d12f9358196cb1649dc0c56563d0d360_720x600.jpg|http://www.hoh.de/detail/index/sArticle/388851
100000457|HL226HPB|4711404020421|HANNSPREE|"Hanns.G LED Monitor HL226HPB 54,6 cm (21,5'')"|hoh|88,14|1||http://www.hoh.de/detail/index/sArticle/995028
100000515|11217-01-20G|4895106267961|Sapphire|"Sapphire Radeon R9 270X Dual-X OC with Boost 2GB GDDR5"|hoh|144,45|1|http://admin.next.hoh.de/media/image/thumbnail//5478bd4c0df3be67f274b6f8d31bce9e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995093
100000658|10527|5702015125116|Lego|"LEGO DUPLOÂ® 10527 - Krankenwagen"|hoh|10,67|3|http://admin.next.hoh.de/media/image/thumbnail//9ff26c97d04fcfca616d99eac597087a_720x600.png|http://www.hoh.de/detail/index/sArticle/995241
100000758|60046|5702015115599|Lego|"LEGOÂ® City 60046 - Verfolgung mit dem Polizei-Hubschrauber "|hoh|38,61|7||http://www.hoh.de/detail/index/sArticle/995483
100000809|SM-T110NDWADBT|8806086016674|Samsung|"Samsung Galaxy Tab 3 7.0 Lite Android-Tablet 17.8 cm (7 Zoll) 8 GB WiFi WeiÃ 1.2 GHz Dual Core"|hoh|88,15|1|http://admin.next.hoh.de/media/image/thumbnail//995203_311782ab68d31e9eb8dd44b0571f60af_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995203
100006504|NE5X75TS1341F|4710636268083|Palit|"Palit GeForce GTX750Ti StormX OC 2GB GDDR5"|hoh|116,72|2||http://www.hoh.de/detail/index/sArticle/995519
100007775|A000079|0000000000000|Arduino|"Arduino Motor Shield A000079 Rev3"|hoh|22,23|2|http://admin.next.hoh.de/media/image/thumbnail//d309ed197ec79f8d88b289abcb229e6f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996154
100007826|EP-PG900IBEGWW|8806086107730|Samsung|"SAMSUNG EP-PG900IBEGWW - Drahtlose Ladematte - fÃ¼r GALAXY S5"|hoh|18,57|18|http://admin.next.hoh.de/media/image/thumbnail//4f2f896b525aa436db265cc23fd209f6_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1004345
10000851|40255873|4897027120813|Telekom|"Telekom Sinus 503i Pack Mobilteil"|hoh|50,31|7|http://admin.next.hoh.de/media/image/thumbnail//457321_9848518d6ab8ce61ce1d4064d773f412_720x600.jpg|http://www.hoh.de/detail/index/sArticle/457321
10000905|48615|4011689486159|Unold|"Unold 48615 Fondue Set Edelstahl"|hoh|33,53|23||http://www.hoh.de/detail/index/sArticle/459721
100009389|8060-020|4014619043422|Diverse|"Patchkabel RJ45 CAT6 S-FTP grau 2m    "|hoh|3,28|11|http://admin.next.hoh.de/media/image/thumbnail//0c22ad0dfd17c1e2edd65f6eefb636f4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996442
100009756|N9Z-00008|0885370737929|Microsoft|"Microsoft All-in-One Media Keyboard schwarz"|hoh|22,61|5|http://admin.next.hoh.de/media/image/thumbnail//07fcbb43c1bd06e5ac06838b908ef34d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996706
100009999|EB-BG900BBEGWW|8806086161886|Samsung|"Samsung Li-Ion Handy Akku 2800 mAh fÃ¼r Samsung Galaxy S5 (EB-BG900BBEGWW)"|hoh|16,80|33|http://admin.next.hoh.de/media/image/thumbnail//996987_a1910dc962e97a8dbce7220e187dfba4_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996987
100010026|DS414j|4711174721634|Synology|"Synology DiskStation DS414j"|hoh|242,77|2|http://admin.next.hoh.de/media/image/thumbnail//a420cba344e689fb22eff502f42821eb_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997059
100010129|90MB0II0-M0EAY0|4716659765172|Asus|"ASUS Z97-C Z97 Sockel 1150 ATX DDR3"|hoh|109,17|1|http://admin.next.hoh.de/media/image/thumbnail//84f370b15005d933b40f4a8ff2677446_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997163
100010134|90MB0IJ0-M0EAY0|4716659765615|Asus|"ASUS H97-PRO H97 Sockel 1150 ATX DDR3"|hoh|92,35|1|http://admin.next.hoh.de/media/image/thumbnail//a40b030dea971647d86f5834baff2473_720x600.jpg|http://www.hoh.de/detail/index/sArticle/997205
10001195|KX-TS520GB|5025232490868|Panasonic|"Panasonic KX-TS520GB Schnurgebundenes Telefon schwarz"|hoh|11,97|18|http://admin.next.hoh.de/media/image/thumbnail//505341_17ac2310288d516e12e7e11f97267f1e_720x600.jpg|http://www.hoh.de/detail/index/sArticle/505341
100012524|20002610|4023125026102|AVM|"AVM Powerline WLAN Starter Kit 500 MBit/s AVM FRITZ!Powerline 540E WLAN Set"|hoh|71,43|20|http://admin.next.hoh.de/media/image/thumbnail//9cc0f429769b28bbc4a5f710c304d59a_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1036038
10001567|SDC4/4GB|0740617120639|Kingston|"Kingston 4GB Micro SD HC Card Class 4 + Adapter"|hoh|3,64|1||http://www.hoh.de/detail/index/sArticle/43221
10001742|22167 7|4005556221677|Ravensburger|"Ravensburger Der Maulwurf schaut genau Brettspiel (22167)"|hoh|6,30|12||http://www.hoh.de/detail/index/sArticle/555361
100017521|35645|8018080206887|CELLULARLINE|"Cellularline Transparent Case fÃ¼r Samsung Galaxy S5 Transparent"|hoh|12,60|4|http://admin.next.hoh.de/media/image/thumbnail//1008804_248babdc394a27bb2a481532d804e5e3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1008804
10001777|1280236040|4000530276636|WMF|"WMF Steakbesteck 12-teilig in Holzkiste 1280236040 "|hoh|25,20|49||http://www.hoh.de/detail/index/sArticle/556641
100007669|000|5901737201270|sonstige|"FANCY DIARY CASE MERCURY LG Optimus G gelb"|hoh|8,32|1|http://admin.next.hoh.de/media/image/thumbnail//2862dbc95ff0f9077534ccab481cb2d3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/995973
100008007|244E5QHAD/00|8712581692452|Philips|"Philips E-line 244E5QHAD LED-Monitor 23.8"" FullHD AH-IPS Glossy Cherry Black"|hoh|133,61|1|http://admin.next.hoh.de/media/image/thumbnail//9deb689bec2080338195e5630c8ec04d_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996353
100009579|95559|7394090955597|Krusell|"Krusell Hector 4XL schwarz"|hoh|20,97|1|http://admin.next.hoh.de/media/image/thumbnail//996835_f75e15f97ef5f712a897d2c627fa84c3_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996835
100009626|75677|7394090756774|Krusell|"Krusell BookCover MalmÃ¶ Stand fÃ¼r Nokia Lumia 1320, WeiÃ"|hoh|20,92|1|http://admin.next.hoh.de/media/image/thumbnail//996791_7b037f3dc98acf06caaa73c42c738a6c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/996791
100010085|AD260USCK23GM|0000000000000|AMD|"AMD Athlon II X2 260u 2x1.80 GHz AM3 Tray 25W  "|hoh|17,82|1|http://admin.next.hoh.de/media/image/thumbnail//813b3be5726e1e545e720c2137a5fb6f_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1005402
10001607|SDC4/8GB|0740617128147|Kingston|"Kingston 8GB Micro SD HC Card Class 4 + Adapter"|hoh|4,08|4|http://admin.next.hoh.de/media/image/thumbnail//43231_559ac7676d6e25afaabea79b08014a7c_720x600.jpg|http://www.hoh.de/detail/index/sArticle/43231
100016752|LS220D0802-EU|4981254019603|Buffalo|"NAS-Server 8 TB Buffalo LinkStation 220 LS220D0802-EU RAID-fÃ¤hig"|hoh|372,93|3|http://admin.next.hoh.de/media/image/thumbnail//1000460_244730bd7f538d345f9b3ae6670b0c26_720x600.jpg|http://www.hoh.de/detail/index/sArticle/1000460
